HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.id,Input.text,Answer.taskAnswers,Approve,Reject
3Q2T3FD0OPRYQZSMZPUTWDFRZORM3G,3YT1BAKETL93V15G0IH31R3NDALPH6,Tweet Opinion on Texting and Driving,Classify the opinion expressed in the tweet.,"classification, text",$0.01 ,Sat Apr 13 15:30:05 PDT 2019,3,BatchId:233912;OriginalHitTemplateId:921587277;,3600,259200,Sat Apr 20 15:30:05 PDT 2019,,,3D3VGR7TA3YSAZ37UZVB6W4HBNUR36,ARUVZL9T2O9I9,Submitted,Sat Apr 13 16:22:04 PDT 2019,Sat Apr 13 16:22:09 PDT 2019,Tue Apr 16 16:22:09 PDT 2019,,,,5,100% (22/22),100% (22/22),100% (22/22),1114960033211658242e,"States that have banned texting and driving saw a 4% reduction in vehicle crash-related ED visits, reports @AMJPublicHealth, @EmergencyDocs https://t.co/fD6a722VP2 https://t.co/O9vD4keS6T","[{""classification"":{""label"":""Disapproves""}}]",,
3W31J70BAUFRDBO276SEA3RHGW9KC7,3YT1BAKETL93V15G0IH31R3NDALPH6,Tweet Opinion on Texting and Driving,Classify the opinion expressed in the tweet.,"classification, text",$0.01 ,Sat Apr 13 15:30:00 PDT 2019,3,BatchId:233912;OriginalHitTemplateId:921587277;,3600,259200,Sat Apr 20 15:30:00 PDT 2019,,,3M68NM076KQR7IQPD1T9DZG1LEWR6C,ARUVZL9T2O9I9,Submitted,Sat Apr 13 16:22:50 PDT 2019,Sat Apr 13 16:22:55 PDT 2019,Tue Apr 16 16:22:55 PDT 2019,,,,5,100% (22/22),100% (22/22),100% (22/22),1112617207278854144f,The bus driver is texting instead of driving and I wanna rip his head off,"[{""classification"":{""label"":""Disapproves""}}]",,
3SR6AEG6W7CDEOOZXD76U238R3NHY8,3YT1BAKETL93V15G0IH31R3NDALPH6,Tweet Opinion on Texting and Driving,Classify the opinion expressed in the tweet.,"classification, text",$0.01 ,Sat Apr 13 15:30:01 PDT 2019,3,BatchId:233912;OriginalHitTemplateId:921587277;,3600,259200,Sat Apr 20 15:30:01 PDT 2019,,,39GHHAVOMIAWU73YM8RLEAAWF6WJ4R,ARUVZL9T2O9I9,Submitted,Sat Apr 13 16:25:32 PDT 2019,Sat Apr 13 16:25:41 PDT 2019,Tue Apr 16 16:25:41 PDT 2019,,,,9,100% (22/22),100% (22/22),100% (22/22),1113905405921562624u,Agree - are enough people being pulled over and ticketed for texting and driving and are the penalties strong enough to be a deterrent? It appears the answer right now is no to those 2 questions -   Hopefully that changes - because it's an epidemic. https://t.co/vxL91kEFiN,"[{""classification"":{""label"":""Disapproves""}}]",,
35YHTYFL1IMCWY2OXCWMKIN1T78FVZ,3YT1BAKETL93V15G0IH31R3NDALPH6,Tweet Opinion on Texting and Driving,Classify the opinion expressed in the tweet.,"classification, text",$0.01 ,Sat Apr 13 15:30:02 PDT 2019,3,BatchId:233912;OriginalHitTemplateId:921587277;,3600,259200,Sat Apr 20 15:30:02 PDT 2019,,,3JNQLM5FT75SMJCBLFKA1AQQZH5L2Z,ARUVZL9T2O9I9,Submitted,Sat Apr 13 16:06:01 PDT 2019,Sat Apr 13 16:06:18 PDT 2019,Tue Apr 16 16:06:18 PDT 2019,,,,17,100% (22/22),100% (22/22),100% (22/22),1114614101966299136f,@FrankLuntz Your numbers are Not a controlled experiment Frank.  Cars have gotten safer and seat belt laws have been mandated.  Drunk driving lower.  On the more dangerous side texting has entered the scene.  The raw numbers tell you nothing. These guys adjusted for the shifts in things well,"[{""classification"":{""label"":""Neither/Unknown""}}]",,
36D1BWBEHPK95HW3VPGOD3AZTARM25,3YT1BAKETL93V15G0IH31R3NDALPH6,Tweet Opinion on Texting and Driving,Classify the opinion expressed in the tweet.,"classification, text",$0.01 ,Sat Apr 13 15:30:03 PDT 2019,3,BatchId:233912;OriginalHitTemplateId:921587277;,3600,259200,Sat Apr 20 15:30:03 PDT 2019,,,3RUIQRXJBE7YN5YJVL2FG6PZ5HWLLO,ARUVZL9T2O9I9,Submitted,Sat Apr 13 16:20:48 PDT 2019,Sat Apr 13 16:20:56 PDT 2019,Tue Apr 16 16:20:56 PDT 2019,,,,8,100% (22/22),100% (22/22),100% (22/22),1115581432707964928t,"Rain on the way for our morning commute.  Remember:  :white_heavy_check_mark:Buckle up :white_heavy_check_mark:Increase following distance :white_heavy_check_mark:Put the phones down (no texting & driving!) :white_heavy_check_mark:Keep your hazard lights off unless stopped (it's against the law)  Be safe, @CityofSarasota - We're here for you rain or shine! https://t.co/SCjE6MHk18","[{""classification"":{""label"":""Disapproves""}}]",,
35U0MRQMULQ62BFHWFFC7CWFL8ZOVU,3YT1BAKETL93V15G0IH31R3NDALPH6,Tweet Opinion on Texting and Driving,Classify the opinion expressed in the tweet.,"classification, text",$0.01 ,Sat Apr 13 15:30:03 PDT 2019,3,BatchId:233912;OriginalHitTemplateId:921587277;,3600,259200,Sat Apr 20 15:30:03 PDT 2019,,,3X65QVEQI365K14DI89GDNZCB8ILC8,ARUVZL9T2O9I9,Submitted,Sat Apr 13 16:13:00 PDT 2019,Sat Apr 13 16:13:15 PDT 2019,Tue Apr 16 16:13:15 PDT 2019,,,,15,100% (22/22),100% (22/22),100% (22/22),1113493635536949248j,@SkinnyRandom But I'm not also texting doing my makeup and road raging while driving so,"[{""classification"":{""label"":""Disapproves""}}]",,
3SA4EMRVJXL8UAQ28I42BJBF1HIP0K,3YT1BAKETL93V15G0IH31R3NDALPH6,Tweet Opinion on Texting and Driving,Classify the opinion expressed in the tweet.,"classification, text",$0.01 ,Sat Apr 13 15:30:15 PDT 2019,3,BatchId:233912;OriginalHitTemplateId:921587277;,3600,259200,Sat Apr 20 15:30:15 PDT 2019,,,3WI0P0II64BQSR54NO1NJ5QT20JRD4,ARUVZL9T2O9I9,Submitted,Sat Apr 13 16:26:55 PDT 2019,Sat Apr 13 16:26:59 PDT 2019,Tue Apr 16 16:26:59 PDT 2019,,,,4,100% (22/22),100% (22/22),100% (22/22),1112842250973790210j,"April is Distracted Driving Awareness Month. ~1.6 million traffic collisions occur annually due to drivers using cell phones & texting. The CHP is stepping up enforcement to help raise awareness & save lives. Stay focused, arrive safely. @CHP_HQ @320PIO https://t.co/eQOVdW1DXb","[{""classification"":{""label"":""Disapproves""}}]",,
366FYU4PTI86A98G3XY90RRK18MKE0,3YT1BAKETL93V15G0IH31R3NDALPH6,Tweet Opinion on Texting and Driving,Classify the opinion expressed in the tweet.,"classification, text",$0.01 ,Sat Apr 13 15:30:03 PDT 2019,3,BatchId:233912;OriginalHitTemplateId:921587277;,3600,259200,Sat Apr 20 15:30:03 PDT 2019,,,32M8BPYGAW5GBCCCZR8MBYSZSWGIG1,ARUVZL9T2O9I9,Submitted,Sat Apr 13 16:10:34 PDT 2019,Sat Apr 13 16:10:39 PDT 2019,Tue Apr 16 16:10:39 PDT 2019,,,,5,100% (22/22),100% (22/22),100% (22/22),1112869887678922752r,RT @cronkitenews: A new #Tempe texting and driving law is now in effect. Drivers seen using their phone can face fines up to $100 plus pena…,"[{""classification"":{""label"":""Disapproves""}}]",,
3O2Y2UIUCSDYGN8CY8IFI9CKD91KFI,3YT1BAKETL93V15G0IH31R3NDALPH6,Tweet Opinion on Texting and Driving,Classify the opinion expressed in the tweet.,"classification, text",$0.01 ,Sat Apr 13 15:30:04 PDT 2019,3,BatchId:233912;OriginalHitTemplateId:921587277;,3600,259200,Sat Apr 20 15:30:04 PDT 2019,,,3P1L2B7AD486TQ1G8DI78NTT0M1LO5,ARUVZL9T2O9I9,Submitted,Sat Apr 13 16:23:18 PDT 2019,Sat Apr 13 16:23:23 PDT 2019,Tue Apr 16 16:23:23 PDT 2019,,,,5,100% (22/22),100% (22/22),100% (22/22),1113517873157287938l,@jgfarb How many people died because of texting while driving? Lets ban all phones.,"[{""classification"":{""label"":""Disapproves""}}]",,
3IH9TRB0FDIGKDOGR6IIGRTDKVTI14,3YT1BAKETL93V15G0IH31R3NDALPH6,Tweet Opinion on Texting and Driving,Classify the opinion expressed in the tweet.,"classification, text",$0.01 ,Sat Apr 13 15:30:16 PDT 2019,3,BatchId:233912;OriginalHitTemplateId:921587277;,3600,259200,Sat Apr 20 15:30:16 PDT 2019,,,3LQ8PUHQFOBUB87NJXQ4WY407WTIH0,ARUVZL9T2O9I9,Submitted,Sat Apr 13 16:10:52 PDT 2019,Sat Apr 13 16:10:58 PDT 2019,Tue Apr 16 16:10:58 PDT 2019,,,,6,100% (22/22),100% (22/22),100% (22/22),1112405859492130818n,I’m petty AF lmao! This fool is texting and driving and I saw the cop and didn’t say anything I was hoping the cop would’ve pulled him over:face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy:,"[{""classification"":{""label"":""Disapproves""}}]",,
3FULMHZ7OWGJ8VBQZ3ZC6I7XDONM41,3YT1BAKETL93V15G0IH31R3NDALPH6,Tweet Opinion on Texting and Driving,Classify the opinion expressed in the tweet.,"classification, text",$0.01 ,Sat Apr 13 15:30:05 PDT 2019,3,BatchId:233912;OriginalHitTemplateId:921587277;,3600,259200,Sat Apr 20 15:30:05 PDT 2019,,,3ATTHHXXWD7RXY72O18QZKSUVMCIXT,ARUVZL9T2O9I9,Submitted,Sat Apr 13 16:20:11 PDT 2019,Sat Apr 13 16:20:17 PDT 2019,Tue Apr 16 16:20:17 PDT 2019,,,,6,100% (22/22),100% (22/22),100% (22/22),1114508609159749634c,"Not texting and driving, not drinking and driving.  https://t.co/mqFmq2H6I5 #NotOutIndia NOT OUT INDIA","[{""classification"":{""label"":""Disapproves""}}]",,
3P0I4CQYV0QJH0FMMPK8TEFTSH1OW4,3YT1BAKETL93V15G0IH31R3NDALPH6,Tweet Opinion on Texting and Driving,Classify the opinion expressed in the tweet.,"classification, text",$0.01 ,Sat Apr 13 15:30:05 PDT 2019,3,BatchId:233912;OriginalHitTemplateId:921587277;,3600,259200,Sat Apr 20 15:30:05 PDT 2019,,,3E47SOBEYTF3U0W7X5C3L77KU4OICR,ARUVZL9T2O9I9,Submitted,Sat Apr 13 16:08:24 PDT 2019,Sat Apr 13 16:08:35 PDT 2019,Tue Apr 16 16:08:35 PDT 2019,,,,11,100% (22/22),100% (22/22),100% (22/22),1115292656324603904u,"@VisionZeroSF @jodirren @MayUseFullLane @NSCsafety @AirDistrict @SpareTheAir @SFPD @sfmta_muni Looking forward to hearing more about these enforcement efforts @SFPD.  I see people texting and driving every day, all day.  An effective and enforcement system would not only make us safer but provide an excellent revenue stream.","[{""classification"":{""label"":""Disapproves""}}]",,
3VLL1PIENS7NBVKRXC4FSI9B9J5OZU,3YT1BAKETL93V15G0IH31R3NDALPH6,Tweet Opinion on Texting and Driving,Classify the opinion expressed in the tweet.,"classification, text",$0.01 ,Sat Apr 13 15:30:09 PDT 2019,3,BatchId:233912;OriginalHitTemplateId:921587277;,3600,259200,Sat Apr 20 15:30:09 PDT 2019,,,3LWJHTCVCF5NEA401F7D2FJ9IRXQFD,ARUVZL9T2O9I9,Submitted,Sat Apr 13 16:05:18 PDT 2019,Sat Apr 13 16:05:28 PDT 2019,Tue Apr 16 16:05:28 PDT 2019,,,,10,100% (22/22),100% (22/22),100% (22/22),1113252819312631808b,hi know of fence but can everyone stop texting/ snapchatting while driving? i’m not tryna die bc u fuckers can’t stay off your phones for 5 minutes nobody cares about what song you’re listening to that much :cowboy_hat_face:,"[{""classification"":{""label"":""Disapproves""}}]",,
3VI0PC2ZA03Y60KCWUGUVXT01J7OXX,3YT1BAKETL93V15G0IH31R3NDALPH6,Tweet Opinion on Texting and Driving,Classify the opinion expressed in the tweet.,"classification, text",$0.01 ,Sat Apr 13 15:30:06 PDT 2019,3,BatchId:233912;OriginalHitTemplateId:921587277;,3600,259200,Sat Apr 20 15:30:06 PDT 2019,,,3C44YUNSI485GEPPAWXYEAQE1IVDPY,ARUVZL9T2O9I9,Submitted,Sat Apr 13 16:14:49 PDT 2019,Sat Apr 13 16:14:54 PDT 2019,Tue Apr 16 16:14:54 PDT 2019,,,,5,100% (22/22),100% (22/22),100% (22/22),1112384304238260228d,"If you still don't think texting while driving is dangerous, I've done the math for you.  It's dangerous. My blog post:  https://t.co/2NgWDhRit1","[{""classification"":{""label"":""Disapproves""}}]",,
3OB6JN3A9S8Q91DOAFVPEBI7527RMP,3YT1BAKETL93V15G0IH31R3NDALPH6,Tweet Opinion on Texting and Driving,Classify the opinion expressed in the tweet.,"classification, text",$0.01 ,Sat Apr 13 15:30:07 PDT 2019,3,BatchId:233912;OriginalHitTemplateId:921587277;,3600,259200,Sat Apr 20 15:30:07 PDT 2019,,,3P4RDNWND8PQ2E2D7XTP8BKFKOXIJ5,ARUVZL9T2O9I9,Submitted,Sat Apr 13 16:11:21 PDT 2019,Sat Apr 13 16:11:40 PDT 2019,Tue Apr 16 16:11:40 PDT 2019,,,,19,100% (22/22),100% (22/22),100% (22/22),1112723625214439424o,NJ begins a three-week long crackdown on distracted driving starting TODAY. More than 200 police depts in NJ will receive overtime grants to enforce things like texting and driving. @6abc https://t.co/r4gNOyAcI8,"[{""classification"":{""label"":""Disapproves""}}]",,
3P4ZBJFX2XMPBN2TNM1I6K6F0GAFW9,3YT1BAKETL93V15G0IH31R3NDALPH6,Tweet Opinion on Texting and Driving,Classify the opinion expressed in the tweet.,"classification, text",$0.01 ,Sat Apr 13 15:30:07 PDT 2019,3,BatchId:233912;OriginalHitTemplateId:921587277;,3600,259200,Sat Apr 20 15:30:07 PDT 2019,,,31HQ4X3T3VTLRIT9FUZGSS3UXB4LS2,ARUVZL9T2O9I9,Submitted,Sat Apr 13 16:24:25 PDT 2019,Sat Apr 13 16:24:36 PDT 2019,Tue Apr 16 16:24:36 PDT 2019,,,,11,100% (22/22),100% (22/22),100% (22/22),1112884929535381504k,RT @MiamiBikeLawyer: April Fool's? Perhaps. Or maybe @MDXway is legitimately confused about whether texting while driving is legal or not.…,"[{""classification"":{""label"":""Disapproves""}}]",,
3VEI3XUCZTGWU4A12VNHVFC2A7IRPL,3YT1BAKETL93V15G0IH31R3NDALPH6,Tweet Opinion on Texting and Driving,Classify the opinion expressed in the tweet.,"classification, text",$0.01 ,Sat Apr 13 15:30:14 PDT 2019,3,BatchId:233912;OriginalHitTemplateId:921587277;,3600,259200,Sat Apr 20 15:30:14 PDT 2019,,,3S4AW7T80E12PXRYPT3YUPNOJV1L4V,ARUVZL9T2O9I9,Submitted,Sat Apr 13 16:06:48 PDT 2019,Sat Apr 13 16:06:54 PDT 2019,Tue Apr 16 16:06:54 PDT 2019,,,,6,100% (22/22),100% (22/22),100% (22/22),1114748597831131137o,RT @_kendalljamess: if i text u while i’m driving just know i love you because i am so against texting and driving,"[{""classification"":{""label"":""Disapproves""}}]",,
37M4O367VL114EFQD8IMBADBDKIM56,3YT1BAKETL93V15G0IH31R3NDALPH6,Tweet Opinion on Texting and Driving,Classify the opinion expressed in the tweet.,"classification, text",$0.01 ,Sat Apr 13 15:30:09 PDT 2019,3,BatchId:233912;OriginalHitTemplateId:921587277;,3600,259200,Sat Apr 20 15:30:09 PDT 2019,,,3VA45EW49Q6T3JXCF30OO8KF2GWO12,ARUVZL9T2O9I9,Submitted,Sat Apr 13 16:19:38 PDT 2019,Sat Apr 13 16:19:47 PDT 2019,Tue Apr 16 16:19:47 PDT 2019,,,,9,100% (22/22),100% (22/22),100% (22/22),1114781865737621504z,"@Boltapp_za is this how your drivers are trained? A certain driver picked up my daughter yesterday and after dropping her, had the audacity to text her afterwards . He was even texting and driving . Taxify this is one of your ills. That fellow isn’t fit to represent your brand. https://t.co/N2j3l8KKDV","[{""classification"":{""label"":""Disapproves""}}]",,
3VMHWJRYHXZ40N7JXRX483KM9IGFX2,3YT1BAKETL93V15G0IH31R3NDALPH6,Tweet Opinion on Texting and Driving,Classify the opinion expressed in the tweet.,"classification, text",$0.01 ,Sat Apr 13 15:30:09 PDT 2019,3,BatchId:233912;OriginalHitTemplateId:921587277;,3600,259200,Sat Apr 20 15:30:09 PDT 2019,,,3OHYZ19UGFOPX7ACBMTHZ9DI6A2OAQ,ARUVZL9T2O9I9,Submitted,Sat Apr 13 16:26:11 PDT 2019,Sat Apr 13 16:26:19 PDT 2019,Tue Apr 16 16:26:19 PDT 2019,,,,8,100% (22/22),100% (22/22),100% (22/22),1113587433960947713w,"*at a red light*  Me: *checks waze*  Car next to me: “GET THE FUCK OFF YOUR PHONE TEXTING & DRIVING IS BAD”  Me: congrats you just made me part of the stats, tweeting this rn","[{""classification"":{""label"":""Approves""}}]",,
3KL228NDMX54UN479SOX0UCWEO1KGH,3YT1BAKETL93V15G0IH31R3NDALPH6,Tweet Opinion on Texting and Driving,Classify the opinion expressed in the tweet.,"classification, text",$0.01 ,Sat Apr 13 15:30:10 PDT 2019,3,BatchId:233912;OriginalHitTemplateId:921587277;,3600,259200,Sat Apr 20 15:30:10 PDT 2019,,,3634BBTX0RDAXCGHO724TDSNRHGIF2,ARUVZL9T2O9I9,Submitted,Sat Apr 13 16:09:53 PDT 2019,Sat Apr 13 16:10:08 PDT 2019,Tue Apr 16 16:10:08 PDT 2019,,,,15,100% (22/22),100% (22/22),100% (22/22),1112802185715351552o,"There is nothing more terrifying than driving next to someone who has a huge SUV, with a handicapped placard in its window, and they are texting and driving.  #fear #notextingwhiledriving #finethemdouble.","[{""classification"":{""label"":""Disapproves""}}]",,
338431Z1FNYE94Y0NVA26F7C02MRO4,3YT1BAKETL93V15G0IH31R3NDALPH6,Tweet Opinion on Texting and Driving,Classify the opinion expressed in the tweet.,"classification, text",$0.01 ,Sat Apr 13 15:30:10 PDT 2019,3,BatchId:233912;OriginalHitTemplateId:921587277;,3600,259200,Sat Apr 20 15:30:10 PDT 2019,,,3R0T90IZ1VVPY9QC7HC00VU4FRWGCX,ARUVZL9T2O9I9,Submitted,Sat Apr 13 16:19:14 PDT 2019,Sat Apr 13 16:19:20 PDT 2019,Tue Apr 16 16:19:20 PDT 2019,,,,6,100% (22/22),100% (22/22),100% (22/22),1113144851350999040m,"RT @IAF__FAI: @kaewaii_ The newest proposed law wouldn't stop at texting & driving, instead criminalizing 'distracted driving'. Police coul…","[{""classification"":{""label"":""Disapproves""}}]",,
3Z56AA6EK6JXNIF4IRSR3GRB9FTM6M,3YT1BAKETL93V15G0IH31R3NDALPH6,Tweet Opinion on Texting and Driving,Classify the opinion expressed in the tweet.,"classification, text",$0.01 ,Sat Apr 13 15:30:10 PDT 2019,3,BatchId:233912;OriginalHitTemplateId:921587277;,3600,259200,Sat Apr 20 15:30:10 PDT 2019,,,32M8BPYGAW5GBCCCZR8MBYSZSWGGIZ,ARUVZL9T2O9I9,Submitted,Sat Apr 13 16:26:06 PDT 2019,Sat Apr 13 16:26:11 PDT 2019,Tue Apr 16 16:26:11 PDT 2019,,,,5,100% (22/22),100% (22/22),100% (22/22),1112769731092594688g,"Manchester, Lakehurst Police Crack Down On Texting While Driving https://t.co/zCSsvwsnwy","[{""classification"":{""label"":""Disapproves""}}]",,
33P2GD6NRPBIUJZITY6FLUOXTOEKHG,3YT1BAKETL93V15G0IH31R3NDALPH6,Tweet Opinion on Texting and Driving,Classify the opinion expressed in the tweet.,"classification, text",$0.01 ,Sat Apr 13 15:30:11 PDT 2019,3,BatchId:233912;OriginalHitTemplateId:921587277;,3600,259200,Sat Apr 20 15:30:11 PDT 2019,,,3YHH42UU5EYLQ99X6SGWIMXB2JLL0F,ARUVZL9T2O9I9,Submitted,Sat Apr 13 16:04:29 PDT 2019,Sat Apr 13 16:04:38 PDT 2019,Tue Apr 16 16:04:38 PDT 2019,,,,9,100% (22/22),100% (22/22),100% (22/22),1115268906988593153d,"Stearns County is participating in Minnesota's Distracted Driving Enforcement campaign that begins today. This table has some sobering statistics: there were 2,177 texting citations in 2013 and 9,545 in 2018, and citations climbed 30% from 2017 to 2018. https://t.co/882vwESaDK","[{""classification"":{""label"":""Disapproves""}}]",,
3D42WVSDHAET0SXT2NJ6RHRVBOAFY8,3YT1BAKETL93V15G0IH31R3NDALPH6,Tweet Opinion on Texting and Driving,Classify the opinion expressed in the tweet.,"classification, text",$0.01 ,Sat Apr 13 15:30:14 PDT 2019,3,BatchId:233912;OriginalHitTemplateId:921587277;,3600,259200,Sat Apr 20 15:30:14 PDT 2019,,,3YMU66OBIQRGFH1ST9Q1BMRKSJ1GH6,ARUVZL9T2O9I9,Submitted,Sat Apr 13 16:25:41 PDT 2019,Sat Apr 13 16:25:46 PDT 2019,Tue Apr 16 16:25:46 PDT 2019,,,,5,100% (22/22),100% (22/22),100% (22/22),1114291898599051264u,RT @synnamonjanne: Y’all are really out here texting and driving like you’re replaceable. Please stop,"[{""classification"":{""label"":""Disapproves""}}]",,
3JVP4ZJHDRBGDO3YVNEI2MA3F3NI01,3YT1BAKETL93V15G0IH31R3NDALPH6,Tweet Opinion on Texting and Driving,Classify the opinion expressed in the tweet.,"classification, text",$0.01 ,Sat Apr 13 15:30:12 PDT 2019,3,BatchId:233912;OriginalHitTemplateId:921587277;,3600,259200,Sat Apr 20 15:30:12 PDT 2019,,,3TXMY6UCAH7GBYKQADHCU9Y6LE5QC2,ARUVZL9T2O9I9,Submitted,Sat Apr 13 16:04:19 PDT 2019,Sat Apr 13 16:04:25 PDT 2019,Tue Apr 16 16:04:25 PDT 2019,,,,6,100% (22/22),100% (22/22),100% (22/22),1112455119973638144z,The only thing these nails are good for is stopping me from texting and driving,"[{""classification"":{""label"":""Approves""}}]",,
